シーケンス,サウンド バイトのテキスト,評価およびスコア,サウンド バイトのセンチメント,タイトル,情報源の種類,投稿タイプ,メディア タイプ,URL,ドメイン,公開日 (GMT+09:00) Tokyo,投稿者の性別,投稿者の URL,投稿者名,投稿者の ID,投稿者 ID,投稿者ロケーション - 国 1,投稿者のロケーション - 州/省 1,投稿者ロケーション - 市区町村 1,投稿者ロケーション - 国 2,投稿者のロケーション - 州/省 2,投稿者ロケーション - 市区町村 2,投稿者ロケーション - その他,フォロワー数/ユニーク ビジター数 (日単位),職業,関心,タグ,引用された投稿,引用された投稿者名,引用された投稿者の ID,合計エンゲージメント数,コメント投稿,「いいね！」する,シェア投稿,ビューを投稿,嫌いなものを投稿,製品名,製品階層,評価
179,@L_P_N_1887 日産リーフなら指一本で自動で縦列駐車OK ですよ！,,Neutral,,Twitter,返信およびコメント,メディアなし,http://twitter.com/Isabelle_8686/statuses/954954335795867648,twitter.com,2018/01/21 14:50:30,女性,http://twitter.com/Isabelle_8686,Isabelle,Isabelle_8686,980421331,,,,,,,,522,,スポーツ,,,,,,,,,,,,,
180,「ＥＶ出遅れた日本勢」で一歩先を行く日産　西川社長「第２段階にうまく移行」SankeiBiz,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/pukunoridakan/statuses/964902656966737921,twitter.com,2018/02/18 1:41:35,Unknown,http://twitter.com/pukunoridakan,ふぁん,pukunoridakan,147651419,アメリカ合衆国,ネバダ,ラスベガス,,,,,71,,,,,,,,,,,,,,,
181,日産「リーフ」の技術を移植した「軽EV」が2019に登場する!? getnavi.jp/vehicles/22004…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/satokinskywalke/statuses/954856941116731392,twitter.com,2018/01/21 8:23:29,Unknown,http://twitter.com/satokinskywalke,佐藤　均,satokinskywalke,110918305,日本,神奈川県,横浜市,,,,,272,,テクノロジー; 動画; テレビ; 政治,,,,,,,,,,,,,
182,The latest 日刊 みく☆にかる! paper.li/mikunical/1314… #日産リーフ #スキンケア,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/mikunical/statuses/958320466917281793,twitter.com,2018/01/30 21:46:18,女性,http://twitter.com/mikunical,Miku Tsukasa,mikunical,91653950,日本,福岡県,北九州市,,,,,1976,,スポーツ; 写真と動画; アウトドア,,,,,,,,,,,,,
183,一刻も早く、以前以上の生産効率を目指し、 躍進してほしい(^^)/ ＜日産＞「無資格検査で９００億円減益」残るツメ痕（毎日新聞） - Yahoo!ニュース headlines.yahoo.co.jp/hl?a=20180218-… @YahooNewsTopics 『House to House』　house-to-house.car.coocan.jp　#EV　#電気自動車 #ESV ＃コンバージョンEV ＃日産,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/justy00/statuses/965175532529725440,twitter.com,2018/02/18 19:45:53,男性,http://twitter.com/justy00,荻野　隆一,justy00,146485974,,,,,,,,855,,,,,,,,,,,,,,,
184,日産リーフの技術を活用、熊本のEVバス「よかエコバス」技術協力 pressrelease-media.com/?p=58400,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/PrPrhikaku/statuses/955741313902587907,twitter.com,2018/01/23 18:57:40,Unknown,http://twitter.com/PrPrhikaku,PR会社比較,PrPrhikaku,920513619846139904,日本,東京都,,,,,,36,,,,,,,,,,,,,,,
185,リーフ Ｘ（３０ｋｗｈ）（2015年12月） のカタログ情報（10100556）｜中古車の情報なら【グーネット】 goo-net.com/catalog/NISSAN…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/isahayahogusu/statuses/960472825604681728,twitter.com,2018/02/05 20:19:01,Unknown,http://twitter.com/isahayahogusu,ほぐすう,isahayahogusu,866952734741635072,,,,,,,,4,,,,,,,,,,,,,,,
186,日産、トヨタもビックリ！ポルシェが「超急速充電」発表でEVの常識を覆す（オートックワン） - Yahoo!ニュース headlines.yahoo.co.jp/hl?a=20180131-… @YahooNewsTopics,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/wxmx07589/statuses/958882887838793728,twitter.com,2018/02/01 11:01:10,Unknown,http://twitter.com/wxmx07589,wxmx07589,wxmx07589,903592910,,,,,,,,135,,,,,,,,,,,,,,,
187,乗用車の部品で低コストなEVバス、日産「リーフ」の技術を生かすスマートジャパンrdsig.yahoo.co.jp/rss/l/headline…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/dmitrievichgmz1/statuses/959298140712058880,twitter.com,2018/02/02 14:31:14,男性,http://twitter.com/dmitrievichgmz1,たろー,dmitrievichgmz1,887228364913823749,日本,東京都,千代田区,,,,,60,,,,,,,,,,,,,,,
188,本日1/18(木)出勤♪ 《NO.1みやびちゃん》 各紙に掲載のフードル ↓動画もアップされてます adougafuji.jp/blog-entry-42.… ※数日前でも予約可能ですのでぜひご予約をオススメしますん anal-bang-bang.com/news.html 03-6912-5915 #デリヘル #池袋 #アナル #アナルセックス #日産リーフ #ゲゲゲの鬼太郎 pic.twitter.com/fU7caR4fv8,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/analBangBang/statuses/954220542734745600,twitter.com,2018/01/19 14:14:40,Unknown,http://twitter.com/analBangBang,池袋 デリヘル アナルバンバン,analBangBang,2615044939,日本,東京都,池袋,,,,,2187,,,,,,,,,,,,,,,
189,The latest Daily MinesHome! paper.li/MINESHOME/1329… Thanks to @jyonasan1957 @takubo0966 #日産リーフ #女子力,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/MINESHOME/statuses/954163255265648640,twitter.com,2018/01/19 10:27:02,Unknown,http://twitter.com/MINESHOME,MINES-HOME,MINESHOME,315655507,日本,神奈川県,川崎市,日本,神奈川県,,,281,,,,,,,,,,,,,,,
190,「ワクワクしない普通の大衆車になったな」などと言わずうまくお茶を濁すあたりオトナ。まぁ用途を限定した実用性では素晴らしい車なので見た目はこだわるポイントじゃないのだが。新奇なデザインも見慣れてしまえば広く受け入れられると思うんだがなぁ。◆gizmodo.jp/2018/01/nissan…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/hachipro/statuses/957623084202172416,twitter.com,2018/01/28 23:35:09,Unknown,http://twitter.com/hachipro,八的暁　ハチプロデザイン,hachipro,104065015,日本,岡山県,,,,,,1049,,美術・工芸; スポーツ; アニメ・漫画; アウトドア,,,,,,,,,,,,,
191,「秋田県産小麦 Let'sむぎむぎ～」配信中☆ 【SHOWROOM AWARD2017】新人賞ありがとうございました♪ みんなと一緒にまた一歩ずつ頑張ります(ノ´∀｀*) showroom-live.com/komugisrf?r=43…　#日産リーフ,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/taka36/statuses/954229784443215872,twitter.com,2018/01/19 14:51:24,Unknown,http://twitter.com/taka36,たか埼玉,taka36,48116498,日本,埼玉県,,,,,,9720,,テクノロジー,,,,,,,,,,,,,
192,@m85926137 もしかして電気自動車出してるのもリーフ出してるのも日産だけですか？,,Neutral,,Twitter,返信およびコメント,メディアなし,http://twitter.com/depachuu/statuses/963708015592402944,twitter.com,2018/02/14 18:34:30,Unknown,http://twitter.com/depachuu,でぱちゅう,depachuu,256518636,,,,,,,,245,,音楽; テクノロジー; ゲーム,,,,,,,,,,,,,
193,日産、中国の電動化を推進…2022年までに全販売の3割を電動車へ（レスポンス） バイブス.online/?p=35035,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/LiliyaRyutina/statuses/960629177929125888,twitter.com,2018/02/06 6:40:18,Unknown,http://twitter.com/LiliyaRyutina,リリアリュティナ,LiliyaRyutina,868701439119564801,日本,三重県,,,,,,24,,,,,,,,,,,,,,,
194,日産、新型「リーフ」を購入すると四国電力のポイントが付加されるキャンペーン douglasconrete.xyz/new-car/media/… pic.twitter.com/hJqGdhgD9E,,ポジティブ,,Twitter,オリジナル,リンク; 画像,http://twitter.com/yellow_amber_ha/statuses/957164110738845696,twitter.com,2018/01/27 17:11:21,男性,http://twitter.com/yellow_amber_ha,黒岩浩二,yellow_amber_ha,2772739621,,,,,,,,23,,,,,,,,,,,,,,,
195,戸籍抄本見たら産まれは日本だったし、つまりは僕も日本産 #日産リーフ,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/happa5868/statuses/954162634898644994,twitter.com,2018/01/19 10:24:34,Unknown,http://twitter.com/happa5868,りーふ,happa5868,1662420504,,,,,,,,214,,ゲーム,,,,,,,,,,,,,
196,"Download, please.Thank you anju in jp amazon.com/gp/product/B00… amazon.com/gp/product/B00… anju-music-atelier.jp #日産リーフ #FGOラジオ #シノアリス #ar954 #tbsradio",,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/anju_music_/statuses/954178155933188101,twitter.com,2018/01/19 11:26:14,Unknown,http://twitter.com/anju_music_,pretty.honey.special,anju_music_,346931549,,,,,,,,10351,,音楽,,,,,,,,,,,,,
197,昨年の暮れ日産ディーラで急速充電中に納車整備と思われる新型リーフを見かけました。本日たぶんですけど、そのディーラ近くであの時のリーフが走っている姿を見かけました！私、信号待ちだったのでパチリと一枚！無断撮影ですが個人情報には配慮してます。同じリーフ乗りですからご容赦を #日産リーフ pic.twitter.com/jRb6Awv6Dj,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/ITO_Karin/statuses/954330012387180544,twitter.com,2018/01/19 21:29:40,女性,http://twitter.com/ITO_Karin,伊藤花梨,ITO_Karin,244094440,日本,愛知県,名古屋市,,,,,954,,,,,,,,,,,,,,,
198,日産、四国電力とコラボキャンペーン実施…リーフ購入で毎月ポイントがもらえるオートックワンrdsig.yahoo.co.jp/rss/l/headline…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/branislavmocsx/statuses/956426224426889216,twitter.com,2018/01/25 16:19:16,Unknown,http://twitter.com/branislavmocsx,Nate,branislavmocsx,889773751780466690,,,,,,,,36,,,,,,,,,,,,,,,
199,ルノー日産連合、自動運転EVタクシー事業を中国配車大手と計画。将来的には業務提携も - Engadget 日本版 dlvr.it/QFdJRy pic.twitter.com/sjgHeyegDl,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/3tsantora/statuses/961832052311048194,twitter.com,2018/02/09 14:20:05,男性,http://twitter.com/3tsantora,さんとら＠trucker,3tsantora,820109068144545792,日本,埼玉県,,,,,,212,,自動車,,,,,,,,,,,,,
200,日産リーフが日産リエーフに見える,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/boroboro_oboro/statuses/954303456554053633,twitter.com,2018/01/19 19:44:08,Unknown,http://twitter.com/boroboro_oboro,🦊つるたろ(朧)🦊:ビクパ 三角,boroboro_oboro,752477390387884032,,,,,,,,276,,,,,,,,,,,,,,,
201,【日産新型リーフ ニスモ(NISMO)最新情報！スポーツEVの発売日と価格や航続距離は | car-moby.jp/257354】,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/YUUFOX8AE/statuses/962948429650341888,twitter.com,2018/02/12 16:16:11,Unknown,http://twitter.com/YUUFOX8AE,YUU🌈AIRPORT LOUNGE✈︎,YUUFOX8AE,962158317232570368,,,,,,,,7,,,,,,,,,,,,,,,
202,トヨタ カムリ、日産 リーフ、マツダ cx-5 が残る…世界カーオブザイヤーの第二次選考10台 douglasconrete.xyz/new-car/media/… pic.twitter.com/zVX8yQed3f,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/strasinando/statuses/956441560073359360,twitter.com,2018/01/25 17:20:12,Unknown,http://twitter.com/strasinando,arai seiji,strasinando,2911206871,,,,,,,,54,,,,,,,,,,,,,,,
203,マツダ・日産、エンジン磨く　CO2「EV並みに」: 日本経済新聞 nikkei.com/article/DGXMZO…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/777NagaChan777/statuses/957397224702398465,twitter.com,2018/01/28 8:37:40,Unknown,http://twitter.com/777NagaChan777,NAGA-J-chan,777NagaChan777,2934648608,,,,,,,,8,起業,,,,,,,,,,,,,,
204,日産と四国電力が リーフ でコラボ…最長3年間ポイント付加 （レスポンス） goo.gl/fb/CzctdV,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/15_else/statuses/956073721734860800,twitter.com,2018/01/24 16:58:32,Unknown,http://twitter.com/15_else,anything else,15_else,769914089262886912,,,,,,,,1495,,,,,,,,,,,,,,,
205,ルノー日産、スタートアップとの共同研究の成果を発表…自動運転やevなど youtube.geo.jp/new-car/media/… pic.twitter.com/kMNLu2Wuw4,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/blue_spinel_god/statuses/957989573254090753,twitter.com,2018/01/29 23:51:27,女性,http://twitter.com/blue_spinel_god,kita masae,blue_spinel_god,2835955220,,,,,,,,24,,,,,,,,,,,,,,,
206,日産で何故わからなかったかを確認学習して帰りました。 帰宅後に頭を整理してまとめます。 とりあえず、リラックス♡ ランチタイム♪ 1人分じゃないです❣️テイクアウト分も一緒に💦 美味しいものは癒されます♡ pic.twitter.com/VhwFMiSzBI,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/hello_leaf/statuses/957115337694040064,twitter.com,2018/01/27 13:57:33,Unknown,http://twitter.com/hello_leaf,日産リーフに恋をして♡,hello_leaf,942765105002848256,,,,,,,,58,,,,,,,,,,,,,,,
207,"""月会費2000円で全国5500基以上の急速充電器が使い放題となる「日産ゼロ・エミッションサポートプログラム2（ZESP2）」の「使いホーダイプラン」加入者が95％にのぼっていることから、ZESP2に加入した新型リーフのオーナ"" bit.ly/2GmDJ96",,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/nazenazeboy/statuses/964784963127197698,twitter.com,2018/02/17 17:53:54,Unknown,http://twitter.com/nazenazeboy,nazenazeboy,nazenazeboy,20366542,,,,,,,,610,,,,,,,,,,,,,,,
208,Official: ルノー日産連合、自動運転EVタクシー事業を中国配車大手と計画。将来的には業務提携も 車の速報.xyz/?p=80220 pic.twitter.com/xf3UYAJVNr,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/CAR_I_LOVE/statuses/961609909803671552,twitter.com,2018/02/08 23:37:23,Unknown,http://twitter.com/CAR_I_LOVE,フェラーリとかランボとか,CAR_I_LOVE,2803315749,,,,,,,,15647,,,,,,,,,,,,,,,
209,日本の自動車業界で唯一、日産がＥＶに躍起なワケ,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/vladislvxksgiss/statuses/963945432912052224,twitter.com,2018/02/15 10:17:55,Unknown,http://twitter.com/vladislvxksgiss,Martinez,vladislvxksgiss,887228882402856960,,,,,,,,67,,,,,,,,,,,,,,,
210,ｺﾞｰﾙﾃﾞﾝﾀｲﾑのテレ東での日産リーフのCM、力入ってるなー。 相変わらず航続距離400kmって大体的に宣伝するのはどうかと思うけど。 (米国版日産HPでは150マイル≒241.4kmで表示) pic.twitter.com/4a5JQBv05G,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/Locomo1134/statuses/957219442005458949,twitter.com,2018/01/27 20:51:13,Unknown,http://twitter.com/Locomo1134,ﾎﾞﾝﾍﾞｲｻﾌｧｲ庵™@神垣内連峰,Locomo1134,895083655,,,,,,,,75,,自動車; アウトドア; 写真と動画; 飲食,,,,,,,,,,,,,
211,昨日の初乗りから普通充電マックスで300キロ走行可能でました。 寒い中ではなかなか良いかと思います(〃^ー^〃) #日産リーフ #Nissan #NissanEV #NissanLEAF pic.twitter.com/cRZoB4ikkU,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/Daijo_k/statuses/957858478613135360,twitter.com,2018/01/29 15:10:32,Unknown,http://twitter.com/Daijo_k,daijo kurosawa,Daijo_k,493244439,日本,東京都,八王子市,,,,,328,,アウトドア; 飲食,,,,,,,,,,,,,
212,@tomohiro20renka 日産の純EVと発電機付きEVはまだ伸びしろあるから化けると思うの 三菱はデリカとアウトランダーの二台でやってけんのかなーって トヨタははよ水素自動車のインフラ整備してって思う,,Neutral,,Twitter,返信およびコメント,メディアなし,http://twitter.com/Kaito_Daniguss/statuses/964127669544615937,twitter.com,2018/02/15 22:22:03,Unknown,http://twitter.com/Kaito_Daniguss,海藤ダニガス,Kaito_Daniguss,219283507,日本,山形県,,,,,,61,Transportation,自動車,,,,,,,,,,,,,
213,愛娘に寒い思いはさせられないのでエアコンをガンガンつけて、ビシビシと走ってます。充電頻度が多くなりますが、それはそれです。。。ただいま最低の電費を更新中です #日産リーフ pic.twitter.com/a1JEtceOAE,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/ITO_Karin/statuses/961559745931853824,twitter.com,2018/02/08 20:18:03,女性,http://twitter.com/ITO_Karin,伊藤花梨,ITO_Karin,244094440,日本,愛知県,名古屋市,,,,,962,Homemaker,自動車,,,,,,,,,,,,,
214,（ファン驚愕）吉岡里帆の裏の顔 youtu.be/5cg9meUGq_g #日産リーフ #小室哲哉 #せふほで本性が分かる #カリオストロの城 #イケメンか女神かオッサンかBBAか #神か天使か悪魔か妖精 #XIVLive #ルパン三世 #悔いなし #昭和一桁 pic.twitter.com/oUgjfQZt58,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/indonoringo/statuses/954343100700225537,twitter.com,2018/01/19 22:21:40,Unknown,http://twitter.com/indonoringo,印度の林檎@情熱とテンション,indonoringo,298948446,日本,埼玉県,所沢市,,,,,2753,芸術・創作,音楽; テレビ,,,,,,,,,,,,,
215,日産 リーフ を凍った湖の上で走らせたらどうなるか【VR試乗】 e.exguide.jp日産-リーフ-を凍った湖の上で走らせたらどうな-3/ #usedcar #japanusedcar #car,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/ucarexguide/statuses/959277824782753793,twitter.com,2018/02/02 13:10:30,Unknown,http://twitter.com/ucarexguide,中古車輸出の海外マーケット研究会,ucarexguide,1852851830,日本,東京都,,,,,,4295,,,,,,,,,,,,,,,
